Name,Price,Features,Ratings,Sentiments
"SHIDHMI Laptop Pad Desk Pad, PU Leather Office Desk Mat...",₹849,Dark Blue,4.4,Positive
"Sup Game Box 500 in 1, Video Games for Kids, Handheld G...",₹608,Code in the Box - for PC,3.5,Negative
GREEN SOUL Monster Ult. (S) Multi-Functional Ergonomic ...,"₹19,699","Black, Blue",4.4,Positive
Smacc  TV-out Cable Digital Optical Audio Cable Toslink...,₹399,"Black, For TV, 1 m",3.9,Negative
"Elixora IceStorm RGB Gaming Phone Cooler , Silent Cooli...","₹1,419","Multicolor, For Android, iOS",3.8,Negative
"Cubonic Magnetic Phone Cooler Fan, RGB Portable Radiato...","₹1,199","Black, For Android, iOS",4.1,Positive
Logitech Mouse Pad Graphite Mousepad,₹790,Black,4.4,Positive
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Red&Black,4.5,Positive
We Desi Stuff Gta Mousepad | Gaming Mousepad Mousepad,₹211,Multicolor,4.0,Positive
AMD Ryzen 7 9700X 3.8 GHz Upto 5.5 GHz AM5 Socket 8 Cor...,"₹36,219",Silver,5.0,Positive
GIGABYTE NVIDIA GV-N3050WF2OC-6GD GeForce RTX 3050 WIND...,"₹17,490",Black,4.8,Positive
processsor Ultra 3.1 GHz LGA 1155 Core i3 2nd Generatio...,₹490,Silver,4.0,Positive
SONY Playstation DUALSENSE PS5 Wireless Joystick Gamepa...,"₹6,389","White, For PS5",4.6,Positive
Kreo Mirage Wireless RGB Gaming controller gamepad For ...,"₹2,249","Black, For Android, iOS, PC, PS4, Windows 10",4.0,Positive
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 G...,"₹52,990","15.6 inch, Graphite Black, 2.30 Kg",4.2,Positive
AMD Ryzen 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Core...,"₹19,269",Silver,4.6,Positive
ASUS AMD/ATI Dual Radeon RX 7600 XT OC Edition 16 GB GD...,"₹33,540",Black,4.5,Positive
ENTWINO X3 Game Controller Wireless/BT Gamepad for Andr...,₹679,"Black & Red, For Android, Mac OS, iOS, PS3",3.6,Negative
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Silver&Grey,4.5,Positive
"Cubonic X76 Wired Magnetic Mobile Cooler, Gaming Fan, E...","₹1,199",Black,4.2,Positive
GIGABYTE NVIDIA GeForce GTX 1650 D6 pci_e_x16 WINDFORCE...,"₹12,599",Black,4.3,Positive
Hgworld Retro Game Stick 2.4G Wireless Classic Video Ga...,"₹1,553","Black, 25000+ Games, Super Contra & Many More Games, TV Video Games, Yes",3.4,Negative
EASYCAP  TV-out Cable GD2355,₹430,"Black, For Laptop",3.7,Negative
"TEZINICX Thumb Yellow Sleeve Pubg Anti-Slip , Slip-Proo...",₹137,"Multicolor, For Android",4.2,Positive
"Bestor PU Vegan Leather Mouse Pad, Reversible use, Suit...",₹229,Blue&Tan,4.2,Positive
AMD Ryzen 7 7700X 4.5 GHz Upto 5.4 GHz AM5 Socket 8 Cor...,"₹33,039",Silver,3.9,Negative
"PowerA Officially LicensedWired Controller for PC, USB ...","₹2,599","Black, For Xbox Series S, Xbox Series X, Xbox One, Windows 10",4.5,Positive
"DARSHANAM WORLD Keyboard Mat, Mouse Pad Shortcut Keys D...",₹198,Black,4.3,Positive
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 ...,"₹56,990","15.6 Inch, Obsidian Black, 2.1 Kg",4.3,Positive
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 ...,"₹55,990","15.6 Inch, Graphite Black, 2.30 Kg",4.4,Positive
GEONIX GXLCP-036 2 Fan Cooling Pad,₹699,Black,3.7,Negative
"Cubonic X76 Wired Magnetic Mobile Cooler, Gaming Fan, E...","₹1,199",Black,4.2,Positive
PS4 GTA V Premium Edition (Premium Edition),"₹1,722",for PS4,4.2,Positive
Deepcool RF120FS 120mm 1500 RPM Case Fan Cooler,₹418,Black,4.7,Positive
"Aliens Mobile Cooler Gaming Fan, Applicable Mobile Phon...",₹854,"Yellow, For Android, iOS",5.0,Positive
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 ...,"₹58,990","15.6 inch, Luna Grey, 2.38 kg",4.3,Positive
Oakcraft OC-22-WHITE Gaming Chair,"₹7,999","White, Black",4.1,Positive
EA Sports FC 25 (Standard),"₹4,999","Single-player, Multi-player, for Xbox Series X",4.6,Positive
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 ...,"₹56,990","15.6 Inch, Cosmos Gray, 1.86 Kg",4.0,Positive
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/51...,"₹56,990","15.6 Inch, Translucent Black, 1.98 Kg",4.6,Positive
Ant Esports 220 AIR Mid-Tower Cabinet,"₹4,035",White,4.1,Positive
EAYS top Sale Combo Pack of Touch smoothly Run Blue Fin...,₹179,"Black ,Red, For Wii",3.5,Negative
Fyrebird by Nilkamal Razos Ergonomic Gaming Chair with ...,"₹14,499",Brown,4.3,Positive
"Logitech G923 Racing Wheel and Pedals,Dual Clutch, for ...","₹46,995","Black, For Xbox, PS2, PS3, PS4, PS5, PC",3.7,Negative
We Desi Stuff Gta Mousepad | Gaming Mousepad Mousepad,₹211,Multicolor,4.0,Positive
AMD Ryzen 5 5600G 3.9 GHz Upto 4.4 GHz AM4 Socket 6 Cor...,"₹12,439",Grey,4.5,Positive
OIVO 8 Pcs Black Silicone FPS Thumb Grip  Gaming Access...,₹189,"Black, For PS4, PS5, Xbox, Xbox 360, Xbox One",4.1,Positive
Deepcool PK550D 550 Watts PSU,"₹4,036",Black,4.7,Positive
"Cubonic Magnetic Phone Cooler Fan, RGB Portable Radiato...","₹1,199","Black, For Android, iOS",4.1,Positive
"Elixora IceStorm RGB Gaming Phone Cooler , Silent Cooli...","₹1,419","Multicolor, For Android, iOS",3.8,Negative
AMD Ryzen 5 7600 3.8 GHz Upto 5.1 GHz AM5 Socket 6 Core...,"₹19,269",Silver,4.6,Positive
Xydrozen Gaming World Map Mouse Pad & Keyboard Desk Mat...,₹289,Black,4.0,Positive
EVOFOX Typhoon 17.3 inches with blue LED 5 Fan Cooling ...,"₹1,399",Black,4.1,Positive
RapTag Edge To Edge Tempered Glass for Fire Boltt Gladi...,₹211,Pack of 2,4.1,Positive
MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB...,"₹1,32,990","16 Inch, Cosmos Gray, 2.3 Kg, With MS Office",4.0,Positive
Bestor Dual-Sided Multifunctional Desk Pad For PC/LAPTO...,₹699,Silver&Grey,4.5,Positive
nintendo Pokemon Legends: Arceus(Switch),"₹4,299","Action-adventure, for Switch",4.6,Positive
Gran Turismo 7 (Standard),"₹3,033",for PS5,4.4,Positive
Kreo Iceberg Compact Mobile Cooler for Android/IOS Smar...,₹999,"Black, For Android, iOS",4.0,Positive
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB...,"₹54,990","15.6 Inch, Luna Grey, 2.38 Kg, With MS Office",4.4,Positive
AMD Ryzen 7 8700G 4.2 GHz Upto 5.1 GHz AM5 Socket 8 Cor...,"₹27,759",Silver,4.8,Positive
Intel I7-12700K 5 GHz Upto 5 GHz LGA1700 Socket 12 Core...,"₹39,949",Blue,4.6,Positive
Cubonic SL-09 Gear Shift Mobile Radiator Cooling 1 Fan ...,"₹1,044","Black, Orange",4.0,Positive
Hgworld Wireless Controller Compatible with PlayStation...,"₹1,264","Joystick Gamepad Motion Controller, Cameo Grey, For PS4, PC",4.0,Positive
AMD Ryzen 5 8500G 3.5 GHz Upto 5 GHz AM5 Socket 6 Cores...,"₹14,759",Silver,4.6,Positive
AMD Ryzen 5 5600GT 3.6 GHz AM4 Socket 6 Cores 12 Thread...,"₹12,959",Silver,4.5,Positive
ZORI Panda Animal Music Headphone Pattern Printed Mouse...,₹151,Headphone Pattern,4.5,Positive
AtoZsports SUP VIDEO GAME HAND CONSOLE Handheld Gaming ...,₹542,Any,3.5,Negative
